club_name,event_attending,event_date,event_day
Rosi's,5,2017-03-18,Sat
M-Bia,5,2017-03-18,Sat
Sameheads,5,2017-03-18,Sat
Velvet Monkeys - Club Berlin,2,2017-03-18,Sat
,2,2017-03-18,Sat
Berlinische Galerie,2,2017-03-18,Sat
Nachbeben,1,2017-03-18,Sat
Sky Club Berlin,1,2017-03-18,Sat
Soda Club,1,2017-03-18,Sat
Neue Nachbarn,1,2017-03-18,Sat
FELIX ClubRestaurant,1,2017-03-18,Sat
Solar,1,2017-03-18,Sat
Badehaus Berlin,1,2017-03-18,Sat
Cassiopeia,1,2017-03-18,Sat
60 Hz,1,2017-03-18,Sat
Chalet,69,2017-03-18,Sat
AVA Club,13,2017-03-18,Sat
Berghain | Panorama Bar | Säule,256,2017-03-19,Sun
Griessmuehle,97,2017-03-19,Sun
Kater Blau,67,2017-03-19,Sun
Yaam Berlin,63,2017-03-19,Sun
Minimal Bar,29,2017-03-19,Sun
Golden Gate,29,2017-03-19,Sun
Hoppetosse,26,2017-03-19,Sun
Suicide Circus,19,2017-03-19,Sun
Promenaden Eck,16,2017-03-19,Sun
GMF,4,2017-03-19,Sun
Beate Uwe,2,2017-03-19,Sun
Nachbeben,1,2017-03-19,Sun
Wonder Ballroom,1,2017-03-19,Sun
Maxxim Club,1,2017-03-19,Sun
Chalet,37,2017-03-19,Sun
AVA Club,16,2017-03-19,Sun
Kater Blau,67,2017-03-20,Mon
Minimal Bar,39,2017-03-20,Mon
KitKatClub,35,2017-03-20,Mon
Tresor,30,2017-03-20,Mon
Golden Gate,29,2017-03-20,Mon
Süss War Gestern,17,2017-03-20,Mon
Promenaden Eck,17,2017-03-20,Mon
Der Weiße Hase,2,2017-03-20,Mon
Madame Claude,1,2017-03-20,Mon
So36,1,2017-03-20,Mon
Solar,1,2017-03-20,Mon
Crack Bellmer,1,2017-03-20,Mon
Schillingbar,1,2017-03-20,Mon
Ritter Butzke,137,2017-03-17,Fri
Griessmuehle,111,2017-03-17,Fri
Arena Club,102,2017-03-17,Fri
Salon Zur Wilden Renate,94,2017-03-17,Fri
Loftus Hall,71,2017-03-17,Fri
Tresor,66,2017-03-17,Fri
://about blank,62,2017-03-17,Fri
Berghain | Panorama Bar | Säule,55,2017-03-17,Fri
Salon Zur Wilden Renate,50,2017-03-17,Fri
Humboldthain Club,43,2017-03-17,Fri
Watergate,42,2017-03-17,Fri
OHM,37,2017-03-17,Fri
Kater Blau,34,2017-03-17,Fri
Golden Gate,30,2017-03-17,Fri
Suicide Circus,29,2017-03-17,Fri
Polygon Club,28,2017-03-17,Fri
Minimal Bar,28,2017-03-17,Fri
Paloma,25,2017-03-17,Fri
Crack Bellmer,21,2017-03-17,Fri
Burg Schnabel,20,2017-03-17,Fri
Bohnengold,16,2017-03-17,Fri
Void Club,16,2017-03-17,Fri
Promenaden Eck,14,2017-03-17,Fri
Weekend,13,2017-03-17,Fri
Hoppetosse,13,2017-03-17,Fri
Gretchen,13,2017-03-17,Fri
Klunkerkranich,11,2017-03-17,Fri
Farbfernseher,11,2017-03-17,Fri
Süss War Gestern,11,2017-03-17,Fri
Kultstätte Keller,9,2017-03-17,Fri
Wbb Willner Brauerei,8,2017-03-17,Fri
KitKatClub,7,2017-03-17,Fri
Anita Berber,7,2017-03-17,Fri
Yaam Berlin,5,2017-03-17,Fri
Frannz Club,4,2017-03-17,Fri
Repeat,4,2017-03-17,Fri
Beate Uwe,3,2017-03-17,Fri
Panke,3,2017-03-17,Fri
Mensch Meier,3,2017-03-17,Fri
Velvet Monkeys - Club Berlin,2,2017-03-17,Fri
Soda Club,2,2017-03-17,Fri
Sameheads,2,2017-03-17,Fri
Cassiopeia,2,2017-03-17,Fri
Sound Kitchen Emma Pea,1,2017-03-17,Fri
Sky Club Berlin,1,2017-03-17,Fri
Ausland,1,2017-03-17,Fri
Solar,1,2017-03-17,Fri
An Einem Sonntag Im August,1,2017-03-17,Fri
Chalet,41,2017-03-17,Fri
Ritter Butzke,128,2016-09-22,Thu
Salon Zur Wilden Renate,62,2016-09-22,Thu
://about blank,46,2016-09-22,Thu
Minimal Bar,39,2016-09-22,Thu
Süss War Gestern,37,2016-09-22,Thu
AVA Club,26,2016-09-22,Thu
Chalet,24,2016-09-22,Thu
Void Club,21,2016-09-22,Thu
Arena Club,20,2016-09-22,Thu
OHM,20,2016-09-22,Thu
Suicide Circus,18,2016-09-22,Thu
Griessmuehle,15,2016-09-22,Thu
Promenaden Eck,14,2016-09-22,Thu
Magdalena,14,2016-09-22,Thu
,10,2016-09-22,Thu
Club der Visionaere,10,2016-09-22,Thu
Golden Gate,9,2016-09-22,Thu
Stereo 33,6,2016-09-22,Thu
Farbfernseher,5,2016-09-22,Thu
Paloma,4,2016-09-22,Thu
Transit Bar,3,2016-09-22,Thu
Solar,3,2016-09-22,Thu
HRD Bar,3,2016-09-22,Thu
,2,2016-09-22,Thu
Schwuz,1,2016-09-22,Thu
Artenschutztheater,8,2016-09-22,Thu
Suicide Circus,137,2017-03-21,Tue
Minimal Bar,35,2017-03-21,Tue
Mein Haus Am See,34,2017-03-21,Tue
AVA Club,32,2017-03-21,Tue
Chalet,22,2017-03-21,Tue
Promenaden Eck,20,2017-03-21,Tue
Humboldthain Club,17,2017-03-21,Tue
Süss War Gestern,13,2017-03-21,Tue
Humboldthain Club,13,2017-03-21,Tue
Griessmuehle,7,2017-03-21,Tue
HRD Bar,3,2017-03-21,Tue
Crack Bellmer,2,2017-03-21,Tue
So36,1,2017-03-21,Tue
Solar,1,2017-03-21,Tue
Burg Schnabel,67,2017-03-22,Wed
Farbfernseher,60,2017-03-22,Wed
Watergate,42,2017-03-22,Wed
Süss War Gestern,40,2017-03-22,Wed
Suicide Circus,38,2017-03-22,Wed
Kitty Cheng Bar,35,2017-03-22,Wed
Tresor,29,2017-03-22,Wed
Minimal Bar,27,2017-03-22,Wed
AVA Club,19,2017-03-22,Wed
Promenaden Eck,17,2017-03-22,Wed
,16,2017-03-22,Wed
Crack Bellmer,11,2017-03-22,Wed
Anita Berber,7,2017-03-22,Wed
Paloma,7,2017-03-22,Wed
Bassy,4,2017-03-22,Wed
M-Bia,3,2017-03-22,Wed
Repeat,2,2017-03-22,Wed
Solar,1,2017-03-22,Wed
Ritter Butzke,233,2017-03-11,Sat
Berghain | Panorama Bar | Säule,157,2017-03-11,Sat
Griessmuehle,144,2017-03-11,Sat
Griessmuehle,107,2017-03-11,Sat
://about blank,102,2017-03-11,Sat
Suicide Circus,88,2017-03-11,Sat
Tresor,59,2017-03-11,Sat
Chalet,54,2017-03-11,Sat
Salon Zur Wilden Renate,50,2017-03-11,Sat
Burg Schnabel,46,2017-03-11,Sat
Watergate,41,2017-03-11,Sat
Minimal Bar,40,2017-03-11,Sat
Der Weiße Hase,40,2017-03-11,Sat
Loftus Hall,39,2017-03-11,Sat
Kater Blau,37,2017-03-11,Sat
Arena Club,35,2017-03-11,Sat
Bikini Waxx,31,2017-03-11,Sat
[ipsə],30,2017-03-11,Sat
Humboldthain Club,29,2017-03-11,Sat
Hoppetosse,29,2017-03-11,Sat
Golden Gate,28,2017-03-11,Sat
Kultstätte Keller,23,2017-03-11,Sat
Süss War Gestern,23,2017-03-11,Sat
OHM,22,2017-03-11,Sat
Gretchen,22,2017-03-11,Sat
,21,2017-03-11,Sat
Promenaden Eck,18,2017-03-11,Sat
Mensch Meier,16,2017-03-11,Sat
Bohnengold,16,2017-03-11,Sat
Polygon Club,16,2017-03-11,Sat
Arena Club,14,2017-03-11,Sat
Anita Berber,12,2017-03-11,Sat
Farbfernseher,12,2017-03-11,Sat
M-Bia,11,2017-03-11,Sat
Prince Charles,11,2017-03-11,Sat
Crack Bellmer,9,2017-03-11,Sat
Golden Gate,7,2017-03-11,Sat
,5,2017-03-11,Sat
Beate Uwe,4,2017-03-11,Sat
Sky Club Berlin,2,2017-03-11,Sat
Kara Kas Bar,2,2017-03-11,Sat
Vor Wien Cafe & Bar,2,2017-03-11,Sat
Pfefferberg Haus 13,2,2017-03-11,Sat
The Grand,2,2017-03-11,Sat
,2,2017-03-11,Sat
Soda Club,1,2017-03-11,Sat
Solar,1,2017-03-11,Sat
Phonoclub,1,2017-03-11,Sat
FELIX ClubRestaurant,1,2017-03-11,Sat
Zum Böhmischen Dorf,1,2017-03-11,Sat
Weekend,1,2017-03-11,Sat
AVA Club,12,2017-03-11,Sat
Griessmuehle,144,2017-03-10,Fri
Ritter Butzke,125,2017-03-10,Fri
://about blank,121,2017-03-10,Fri
Loftus Hall,84,2017-03-10,Fri
Birgit,81,2017-03-10,Fri
Tresor,76,2017-03-10,Fri
Void Club,65,2017-03-10,Fri
Prince Charles,64,2017-03-10,Fri
OHM,64,2017-03-10,Fri
Chalet,64,2017-03-10,Fri
Berghain | Panorama Bar | Säule,62,2017-03-10,Fri
Hoppetosse,47,2017-03-10,Fri
Minimal Bar,36,2017-03-10,Fri
Salon Zur Wilden Renate,36,2017-03-10,Fri
Kater Blau,35,2017-03-10,Fri
[ipsə],32,2017-03-10,Fri
Promenaden Eck,31,2017-03-10,Fri
Golden Gate,30,2017-03-10,Fri
Weekend,28,2017-03-10,Fri
Suicide Circus,26,2017-03-10,Fri
Klunkerkranich,22,2017-03-10,Fri
Watergate,22,2017-03-10,Fri
Crack Bellmer,20,2017-03-10,Fri
Burg Schnabel,19,2017-03-10,Fri
Mensch Meier,18,2017-03-10,Fri
Bohnengold,17,2017-03-10,Fri
Anita Berber,15,2017-03-10,Fri
Rosi's,13,2017-03-10,Fri
Farbfernseher,13,2017-03-10,Fri
M-Bia,11,2017-03-10,Fri
Das Edelweiss,9,2017-03-10,Fri
Süss War Gestern,9,2017-03-10,Fri
Humboldthain Club,9,2017-03-10,Fri
Kultstätte Keller,6,2017-03-10,Fri
Emma Pea,5,2017-03-10,Fri
Der Weiße Hase,4,2017-03-10,Fri
Maze,4,2017-03-10,Fri
Sameheads,4,2017-03-10,Fri
Ficken 3000,3,2017-03-10,Fri
Yaam Berlin,3,2017-03-10,Fri
Paloma,2,2017-03-10,Fri
Solar,2,2017-03-10,Fri
Panke,2,2017-03-10,Fri
Sky Club Berlin,1,2017-03-10,Fri
Soda Club,1,2017-03-10,Fri
World Of Cyberobics,1,2017-03-10,Fri
World Of Cyberobics,1,2017-03-10,Fri
Haubentaucher,1,2017-03-10,Fri
Prachtwerk Berlin,1,2017-03-10,Fri
Tausend,1,2017-03-10,Fri
Zu Mir Oder Zu Dir,1,2017-03-10,Fri
Beate Uwe,1,2017-03-10,Fri
AVA Club,23,2017-03-10,Fri
Gretchen,238,2017-03-25,Sat
Berghain | Panorama Bar | Säule,236,2017-03-25,Sat
://about blank,228,2017-03-25,Sat
Suicide Circus,160,2017-03-25,Sat
Birgit,156,2017-03-25,Sat
Kater Blau,139,2017-03-25,Sat
Griessmuehle,93,2017-03-25,Sat
://about blank,83,2017-03-25,Sat
OHM,61,2017-03-25,Sat
Griessmuehle,56,2017-03-25,Sat
Watergate,43,2017-03-25,Sat
Rosi's,43,2017-03-25,Sat
Tresor,42,2017-03-25,Sat
Klub Der Republik,37,2017-03-25,Sat
Kraftwerk Berlin,36,2017-03-25,Sat
Arena Club,36,2017-03-25,Sat
Void Club,34,2017-03-25,Sat
Salon Zur Wilden Renate,31,2017-03-25,Sat
Chalet,31,2017-03-25,Sat
Burg Schnabel,29,2017-03-25,Sat
Minimal Bar,27,2017-03-25,Sat
Acud Macht NEU,25,2017-03-25,Sat
Ritter Butzke,23,2017-03-25,Sat
Polygon Club,22,2017-03-25,Sat
Crack Bellmer,21,2017-03-25,Sat
Kultstätte Keller,20,2017-03-25,Sat
Bohnengold,19,2017-03-25,Sat
Promenaden Eck,19,2017-03-25,Sat
Urban Spree,18,2017-03-25,Sat
M-Bia,17,2017-03-25,Sat
Farbfernseher,17,2017-03-25,Sat
Golden Gate,17,2017-03-25,Sat
Beate Uwe,16,2017-03-25,Sat
Mensch Meier,13,2017-03-25,Sat
Acud Macht NEU,13,2017-03-25,Sat
Gretchen,12,2017-03-25,Sat
Golden Gate,12,2017-03-25,Sat
Maze,10,2017-03-25,Sat
Süss War Gestern,10,2017-03-25,Sat
Weekend,10,2017-03-25,Sat
Fuchsbau,7,2017-03-25,Sat
Loophole,7,2017-03-25,Sat
Schwuz,4,2017-03-25,Sat
Panke,3,2017-03-25,Sat
Der Weiße Hase,2,2017-03-25,Sat
Anita Berber,2,2017-03-25,Sat
Sauer Mutter,2,2017-03-25,Sat
Sky Club Berlin,1,2017-03-25,Sat
Soda Club,1,2017-03-25,Sat
Solar,1,2017-03-25,Sat
Cassiopeia,1,2017-03-25,Sat
HRD Bar,1,2017-03-25,Sat
Ritter Butzke,217,2017-03-24,Fri
Griessmuehle,93,2017-03-24,Fri
Berghain | Panorama Bar | Säule,88,2017-03-24,Fri
Prince Charles,75,2017-03-24,Fri
Arena Club,71,2017-03-24,Fri
Polygon Club,68,2017-03-24,Fri
Kater Blau,63,2017-03-24,Fri
Watergate,55,2017-03-24,Fri
Burg Schnabel,52,2017-03-24,Fri
://about blank,47,2017-03-24,Fri
Salon Zur Wilden Renate,39,2017-03-24,Fri
Minimal Bar,35,2017-03-24,Fri
Beate Uwe,34,2017-03-24,Fri
Tresor,28,2017-03-24,Fri
Paloma,25,2017-03-24,Fri
Chalet,24,2017-03-24,Fri
Hoppetosse,22,2017-03-24,Fri
Humboldthain Club,20,2017-03-24,Fri
Suicide Circus,17,2017-03-24,Fri
M-Bia,17,2017-03-24,Fri
Void Club,17,2017-03-24,Fri
Promenaden Eck,16,2017-03-24,Fri
Gretchen,15,2017-03-24,Fri
Bohnengold,14,2017-03-24,Fri
L.U.X.,13,2017-03-24,Fri
Farbfernseher,12,2017-03-24,Fri
Süss War Gestern,12,2017-03-24,Fri
AVA Club,11,2017-03-24,Fri
OHM,10,2017-03-24,Fri
Golden Gate,9,2017-03-24,Fri
Sameheads,9,2017-03-24,Fri
Kultstätte Keller,9,2017-03-24,Fri
Weekend,9,2017-03-24,Fri
Schwuz,7,2017-03-24,Fri
Anita Berber,6,2017-03-24,Fri
Der Weiße Hase,4,2017-03-24,Fri
Crack Bellmer,4,2017-03-24,Fri
Club-A18,3,2017-03-24,Fri
Soda Club,2,2017-03-24,Fri
Loophole,2,2017-03-24,Fri
Club der Visionaere,2,2017-03-24,Fri
Yaam Berlin,1,2017-03-24,Fri
Sky Club Berlin,1,2017-03-24,Fri
Repeat,1,2017-03-24,Fri
Solar,1,2017-03-24,Fri
Chesters,1,2017-03-24,Fri
Cassiopeia,1,2017-03-24,Fri
Velvet Monkeys - Club Berlin,1,2017-03-24,Fri
Stereo 33,1,2017-03-24,Fri
Salon Zur Wilden Renate,344,2017-03-23,Thu
Gretchen,126,2017-03-23,Thu
Berghain | Panorama Bar | Säule,112,2017-03-23,Thu
Griessmuehle,69,2017-03-23,Thu
Prince Charles,58,2017-03-23,Thu
Suicide Circus,43,2017-03-23,Thu
://about blank,38,2017-03-23,Thu
Minimal Bar,31,2017-03-23,Thu
Burg Schnabel,29,2017-03-23,Thu
OHM,24,2017-03-23,Thu
Farbfernseher,20,2017-03-23,Thu
Urban Spree,18,2017-03-23,Thu
Promenaden Eck,17,2017-03-23,Thu
,16,2017-03-23,Thu
Paloma,16,2017-03-23,Thu
Süss War Gestern,14,2017-03-23,Thu
Void Club,14,2017-03-23,Thu
Repeat,13,2017-03-23,Thu
Burg Schnabel,13,2017-03-23,Thu
Phonoclub,13,2017-03-23,Thu
Ritter Butzke,10,2017-03-23,Thu
HRD Bar,7,2017-03-23,Thu
Golden Gate,7,2017-03-23,Thu
Prince Charles,5,2017-03-23,Thu
Schwuz,3,2017-03-23,Thu
Monster Ronson's Ichiban Karaoke,3,2017-03-23,Thu
Crack Bellmer,3,2017-03-23,Thu
Der Weiße Hase,2,2017-03-23,Thu
Sameheads,2,2017-03-23,Thu
Loophole,2,2017-03-23,Thu
XB-Liebig,1,2017-03-23,Thu
Mensch Meier,1,2017-03-23,Thu
Solar,1,2017-03-23,Thu
Sage Club,1,2017-03-23,Thu
Chalet,60,2017-03-23,Thu
Kater Blau,92,2017-03-06,Mon
Tresor,35,2017-03-06,Mon
KitKatClub,31,2017-03-06,Mon
Minimal Bar,21,2017-03-06,Mon
Hoppetosse,19,2017-03-06,Mon
Süss War Gestern,16,2017-03-06,Mon
Crack Bellmer,13,2017-03-06,Mon
Promenaden Eck,12,2017-03-06,Mon
Solar,1,2017-03-06,Mon
Berghain | Panorama Bar | Säule,317,2017-03-31,Fri
Polygon Club,158,2017-03-31,Fri
://about blank,128,2017-03-31,Fri
Ritter Butzke,110,2017-03-31,Fri
Birgit,109,2017-03-31,Fri
Hoppetosse,85,2017-03-31,Fri
Griessmuehle,75,2017-03-31,Fri
Prince Charles,71,2017-03-31,Fri
Arena Club,69,2017-03-31,Fri
Gretchen,64,2017-03-31,Fri
Kater Blau,59,2017-03-31,Fri
Prince Charles,57,2017-03-31,Fri
Tresor,52,2017-03-31,Fri
Burg Schnabel,40,2017-03-31,Fri
Watergate,36,2017-03-31,Fri
Salon Zur Wilden Renate,35,2017-03-31,Fri
Chalet,35,2017-03-31,Fri
Minimal Bar,34,2017-03-31,Fri
OHM,32,2017-03-31,Fri
F-Club,32,2017-03-31,Fri
Suicide Circus,31,2017-03-31,Fri
Loftus Hall,31,2017-03-31,Fri
Gretchen,23,2017-03-31,Fri
AVA Club,23,2017-03-31,Fri
Farbfernseher,21,2017-03-31,Fri
Klunkerkranich,14,2017-03-31,Fri
Kultstätte Keller,14,2017-03-31,Fri
Anita Berber,12,2017-03-31,Fri
Humboldthain Club,12,2017-03-31,Fri
Süss War Gestern,12,2017-03-31,Fri
Golden Gate,11,2017-03-31,Fri
Greenhouse Berlin,11,2017-03-31,Fri
Yaam Berlin,10,2017-03-31,Fri
Promenaden Eck,9,2017-03-31,Fri
M-Bia,8,2017-03-31,Fri
Bohnengold,7,2017-03-31,Fri
Burg Schnabel,6,2017-03-31,Fri
Cassiopeia,4,2017-03-31,Fri
Ballhaus Berlin,4,2017-03-31,Fri
Crack Bellmer,3,2017-03-31,Fri
Club der Visionaere,3,2017-03-31,Fri
Astra Kulturhaus,2,2017-03-31,Fri
Loophole,2,2017-03-31,Fri
Paloma,2,2017-03-31,Fri
Panke,1,2017-03-31,Fri
Sky Club Berlin,1,2017-03-31,Fri
Soda Club,1,2017-03-31,Fri
Solar,1,2017-03-31,Fri
Velvet Monkeys - Club Berlin,1,2017-03-31,Fri
Der Weiße Hase,1,2017-03-31,Fri
Repeat,1,2017-03-31,Fri
Panke,1,2017-03-31,Fri
60 Hz,1,2017-03-31,Fri
HRD Bar,1,2017-03-31,Fri
Cosmic Kaspar,1,2017-03-31,Fri
Mensch Meier,1,2017-03-31,Fri
Suicide Circus,43,2017-03-08,Wed
AVA Club,38,2017-03-08,Wed
Tresor,33,2017-03-08,Wed
Watergate,33,2017-03-08,Wed
Minimal Bar,32,2017-03-08,Wed
Süss War Gestern,28,2017-03-08,Wed
OHM,26,2017-03-08,Wed
Burg Schnabel,25,2017-03-08,Wed
Crack Bellmer,15,2017-03-08,Wed
Promenaden Eck,14,2017-03-08,Wed
Farbfernseher,10,2017-03-08,Wed
Anita Berber,4,2017-03-08,Wed
M-Bia,2,2017-03-08,Wed
Repeat,2,2017-03-08,Wed
Prosecco Berlin,1,2017-03-08,Wed
HRD Bar,1,2017-03-08,Wed
Berghain | Panorama Bar | Säule,135,2017-04-02,Sun
Suicide Circus,62,2017-04-02,Sun
Kater Blau,59,2017-04-02,Sun
OHM,38,2017-04-02,Sun
Gretchen,32,2017-04-02,Sun
Hoppetosse,28,2017-04-02,Sun
Minimal Bar,25,2017-04-02,Sun
Chalet,22,2017-04-02,Sun
Promenaden Eck,10,2017-04-02,Sun
Golden Gate,6,2017-04-02,Sun
Club der Visionaere,4,2017-04-02,Sun
Astra Kulturhaus,2,2017-04-02,Sun
Hangar 49,2,2017-04-02,Sun
GMF,2,2017-04-02,Sun
Maxxim Club,1,2017-04-02,Sun
Beate Uwe,1,2017-04-02,Sun
Kulturhaus Kili,1,2017-04-02,Sun
AVA Club,7,2017-04-02,Sun
Polygon Club,139,2017-04-01,Sat
Berghain | Panorama Bar | Säule,135,2017-04-01,Sat
Birgit,121,2017-04-01,Sat
Ritter Butzke,115,2017-04-01,Sat
Griessmuehle,78,2017-04-01,Sat
Griessmuehle,75,2017-04-01,Sat
://about blank,59,2017-04-01,Sat
Kater Blau,59,2017-04-01,Sat
Hoppetosse,51,2017-04-01,Sat
[ipsə],44,2017-04-01,Sat
Chalet,42,2017-04-01,Sat
Minimal Bar,41,2017-04-01,Sat
M-Bia,38,2017-04-01,Sat
Gretchen,31,2017-04-01,Sat
OHM,30,2017-04-01,Sat
Salon Zur Wilden Renate,30,2017-04-01,Sat
Tresor,24,2017-04-01,Sat
Promenaden Eck,24,2017-04-01,Sat
Humboldthain Club,22,2017-04-01,Sat
Watergate,21,2017-04-01,Sat
Astra Kulturhaus,19,2017-04-01,Sat
Huxley's Neue Welt,19,2017-04-01,Sat
Burg Schnabel,17,2017-04-01,Sat
Süss War Gestern,17,2017-04-01,Sat
Bohnengold,13,2017-04-01,Sat
Golden Gate,13,2017-04-01,Sat
Strandbad Grünau,13,2017-04-01,Sat
Arena Club,10,2017-04-01,Sat
Suicide Circus,9,2017-04-01,Sat
Kultstätte Keller,8,2017-04-01,Sat
Privatclub,8,2017-04-01,Sat
Farbfernseher,8,2017-04-01,Sat
Loftus Hall,8,2017-04-01,Sat
Slaughterhouse am Kulturfabrik Moabit,6,2017-04-01,Sat
Maze,6,2017-04-01,Sat
Golden Gate,6,2017-04-01,Sat
Club der Visionaere,6,2017-04-01,Sat
Cake Club,5,2017-04-01,Sat
Beate Uwe,5,2017-04-01,Sat
"Der Weiße Hase,Astra Kulturhaus,Halle,Vor Wien Cafe & Bar,Sameheads,Weekend,Sky Club Berlin,Zum Böhmischen Dorf,Soda Club,Panke,Loophole,Solar,So36,Phonoclub","3,2,2,2,2,2,1,1,1,1,1,1,1,1",2017-04-01,Sat
Astra Kulturhaus,2,2017-04-01,Sat
Halle,2,2017-04-01,Sat
Vor Wien Cafe & Bar,2,2017-04-01,Sat
Sameheads,2,2017-04-01,Sat
Weekend,2,2017-04-01,Sat
Sky Club Berlin,1,2017-04-01,Sat
Zum Böhmischen Dorf,1,2017-04-01,Sat
Soda Club,1,2017-04-01,Sat
Panke,1,2017-04-01,Sat
Loophole,1,2017-04-01,Sat
Solar,1,2017-04-01,Sat
So36,1,2017-04-01,Sat
Phonoclub,1,2017-04-01,Sat
Watergate,46,2017-03-29,Wed
Suicide Circus,42,2017-03-29,Wed
Tresor,38,2017-03-29,Wed
Burg Schnabel,36,2017-03-29,Wed
Süss War Gestern,34,2017-03-29,Wed
Minimal Bar,29,2017-03-29,Wed
AVA Club,23,2017-03-29,Wed
Promenaden Eck,19,2017-03-29,Wed
Crack Bellmer,10,2017-03-29,Wed
Farbfernseher,8,2017-03-29,Wed
Anita Berber,3,2017-03-29,Wed
Funkhaus Berlin,3,2017-03-29,Wed
Panke,2,2017-03-29,Wed
Solar,1,2017-03-29,Wed
Berghain | Panorama Bar | Säule,236,2017-03-26,Sun
Kater Blau,139,2017-03-26,Sun
Hoppetosse,67,2017-03-26,Sun
Griessmuehle,65,2017-03-26,Sun
The Off,57,2017-03-26,Sun
Griessmuehle,56,2017-03-26,Sun
Greenhouse Berlin,45,2017-03-26,Sun
Kraftwerk Berlin,36,2017-03-26,Sun
Suicide Circus,27,2017-03-26,Sun
Golden Gate,26,2017-03-26,Sun
Minimal Bar,24,2017-03-26,Sun
Chalet,23,2017-03-26,Sun
Birgit,20,2017-03-26,Sun
M-Bia,17,2017-03-26,Sun
Promenaden Eck,17,2017-03-26,Sun
Kraftwerk Berlin,13,2017-03-26,Sun
Südblock,6,2017-03-26,Sun
Maxxim Club,3,2017-03-26,Sun
Beate Uwe,3,2017-03-26,Sun
GMF,3,2017-03-26,Sun
Cassiopeia,1,2017-03-26,Sun
Alter Roter Löwe Rein,1,2017-03-26,Sun
Crack Bellmer,1,2017-03-26,Sun
AVA Club,16,2017-03-26,Sun
Birgit,106,2017-04-06,Thu
Burg Schnabel,87,2017-04-06,Thu
Chalet,74,2017-04-06,Thu
Griessmuehle,74,2017-04-06,Thu
Gretchen,44,2017-04-06,Thu
Minimal Bar,39,2017-04-06,Thu
Salon Zur Wilden Renate,31,2017-04-06,Thu
OHM,30,2017-04-06,Thu
Ritter Butzke,18,2017-04-06,Thu
Süss War Gestern,15,2017-04-06,Thu
Promenaden Eck,10,2017-04-06,Thu
Repeat,10,2017-04-06,Thu
Farbfernseher,9,2017-04-06,Thu
Golden Gate,7,2017-04-06,Thu
Void Club,7,2017-04-06,Thu
Crack Bellmer,6,2017-04-06,Thu
Kantine am Berghain,4,2017-04-06,Thu
Weekend,3,2017-04-06,Thu
Möbel-Olfe,3,2017-04-06,Thu
Suicide Circus,3,2017-04-06,Thu
Paloma,2,2017-04-06,Thu
Solar,1,2017-04-06,Thu
Panke,1,2017-04-06,Thu
60 Hz,1,2017-04-06,Thu
Minimal Bar,32,2017-04-06,Thu
Funkhaus Berlin,110,2017-03-30,Thu
Griessmuehle,60,2017-03-30,Thu
Chalet,52,2017-03-30,Thu
Salon Zur Wilden Renate,43,2017-03-30,Thu
Berghain | Panorama Bar | Säule,41,2017-03-30,Thu
Minimal Bar,41,2017-03-30,Thu
Farbfernseher,34,2017-03-30,Thu
Berghain | Panorama Bar | Säule,32,2017-03-30,Thu
Gretchen,27,2017-03-30,Thu
Suicide Circus,24,2017-03-30,Thu
OHM,22,2017-03-30,Thu
Crack Bellmer,18,2017-03-30,Thu
Ritter Butzke,18,2017-03-30,Thu
Promenaden Eck,17,2017-03-30,Thu
Golden Gate,13,2017-03-30,Thu
Süss War Gestern,13,2017-03-30,Thu
Burg Schnabel,7,2017-03-30,Thu
Paloma,5,2017-03-30,Thu
Anita Berber,4,2017-03-30,Thu
Funkhaus Berlin,3,2017-03-30,Thu
Der Weiße Hase,2,2017-03-30,Thu
Schwuz,2,2017-03-30,Thu
Repeat,2,2017-03-30,Thu
60 Hz,2,2017-03-30,Thu
Solar,1,2017-03-30,Thu
Panke,1,2017-03-30,Thu
HRD Bar,1,2017-03-30,Thu
Sound Kitchen Emma Pea,1,2017-03-30,Thu
Alte Münze,639,2017-04-08,Sat
://about blank,255,2017-04-08,Sat
Berghain | Panorama Bar | Säule,209,2017-04-08,Sat
Griessmuehle,127,2017-04-08,Sat
Griessmuehle,123,2017-04-08,Sat
Birgit,107,2017-04-08,Sat
OHM,96,2017-04-08,Sat
Suicide Circus,89,2017-04-08,Sat
Kater Blau,69,2017-04-08,Sat
Golden Gate,66,2017-04-08,Sat
Salon Zur Wilden Renate,56,2017-04-08,Sat
Chalet,47,2017-04-08,Sat
[ipsə],47,2017-04-08,Sat
Hoppetosse,40,2017-04-08,Sat
Tresor,39,2017-04-08,Sat
Minimal Bar,37,2017-04-08,Sat
Arena Club,36,2017-04-08,Sat
Watergate,36,2017-04-08,Sat
Farbfernseher,32,2017-04-08,Sat
Burg Schnabel,30,2017-04-08,Sat
Promenaden Eck,26,2017-04-08,Sat
,23,2017-04-08,Sat
Kultstätte Keller,17,2017-04-08,Sat
Humboldthain Club,17,2017-04-08,Sat
Crack Bellmer,16,2017-04-08,Sat
Repeat,15,2017-04-08,Sat
Mensch Meier,15,2017-04-08,Sat
Bohnengold,14,2017-04-08,Sat
Gretchen,13,2017-04-08,Sat
[ipsə],11,2017-04-08,Sat
Burg Schnabel,8,2017-04-08,Sat
Anita Berber,8,2017-04-08,Sat
Gretchen,7,2017-04-08,Sat
Golden Gate,7,2017-04-08,Sat
