club_name,event_attending,event_date,event_day
Salon Zur Wilden Renate,219,2016-05-15,Sun
Weekend,206,2016-05-15,Sun
Watergate,185,2016-05-15,Sun
Berghain | Panorama Bar | Säule,157,2016-05-15,Sun
[ipsə],133,2016-05-15,Sun
Birgit,105,2016-05-15,Sun
Mensch Meier,87,2016-05-15,Sun
Prince Charles,82,2016-05-15,Sun
Ritter Butzke,82,2016-05-15,Sun
Mensch Meier,87,2016-05-16,Mon
Griessmuehle,67,2016-05-16,Mon
Kater Blau,33,2016-05-16,Mon
Minimal Bar,19,2016-05-16,Mon
Crack Bellmer,17,2016-05-16,Mon
Süss War Gestern,17,2016-05-16,Mon
Griessmuehle,67,2016-05-15,Sun
Suicide Circus,66,2016-05-15,Sun
Loftus Hall,56,2016-05-15,Sun
Salon Zur Wilden Renate,53,2016-05-15,Sun
Club der Visionaere,51,2016-05-15,Sun
Promenaden Eck,15,2016-05-16,Mon
KitKatClub,14,2016-05-16,Mon
Tresor,14,2016-05-16,Mon
Club der Visionaere,12,2016-05-16,Mon
Solar,4,2016-05-16,Mon
Beate Uwe,4,2016-05-16,Mon
So36,3,2016-05-16,Mon
OHM,48,2016-05-15,Sun
Griessmuehle,47,2016-05-15,Sun
R19,40,2016-05-15,Sun
Gretchen,38,2016-05-15,Sun
Suicide Circus,167,2016-05-17,Tue
,52,2016-05-17,Tue
Chalet,32,2016-05-17,Tue
Süss War Gestern,25,2016-05-17,Tue
Minimal Bar,22,2016-05-17,Tue
Humboldthain Club,17,2016-05-17,Tue
,1,2016-05-16,Mon
R19,1,2016-05-16,Mon
AVA Club,34,2016-05-15,Sun
Kater Blau,33,2016-05-15,Sun
Magdalena,31,2016-05-15,Sun
,30,2016-05-15,Sun
Gretchen,16,2016-05-17,Tue
Promenaden Eck,13,2016-05-17,Tue
Kantine am Berghain,12,2016-05-17,Tue
Club der Visionaere,12,2016-05-17,Tue
Ritter Butzke,90,2016-05-19,Thu
Salon Zur Wilden Renate,70,2016-05-19,Thu
Chalet,62,2016-05-19,Thu
Else,268,2016-05-22,Sun
Berghain | Panorama Bar | Säule,252,2016-05-22,Sun
Griessmuehle,99,2016-05-22,Sun
://about blank,97,2016-05-22,Sun
KitKatClub,28,2016-05-15,Sun
Kiekebusch Open Air,25,2016-05-15,Sun
,21,2016-05-15,Sun
Süss War Gestern,21,2016-05-15,Sun
Chalet,20,2016-05-15,Sun
Mein Haus Am See,11,2016-05-17,Tue
Crack Bellmer,7,2016-05-17,Tue
Cassiopeia,1,2016-05-17,Tue
Dean,1,2016-05-17,Tue
AVA Club,43,2016-05-19,Thu
://about blank,39,2016-05-19,Thu
Griessmuehle,38,2016-05-19,Thu
Süss War Gestern,33,2016-05-19,Thu
Suicide Circus,28,2016-05-19,Thu
Humboldthain Club,24,2016-05-19,Thu
Suicide Circus,87,2016-05-22,Sun
Mensch Meier,78,2016-05-22,Sun
://about blank,43,2016-05-22,Sun
Kater Blau,42,2016-05-22,Sun
Weyde³,40,2016-05-22,Sun
R19,40,2016-05-22,Sun
Minimal Bar,20,2016-05-15,Sun
://about blank,19,2016-05-15,Sun
Frannz Club,17,2016-05-15,Sun
Golden Gate,16,2016-05-15,Sun
Rosi's,14,2016-05-15,Sun
Bohnengold,14,2016-05-15,Sun
Club der Visionaere,16,2016-05-19,Thu
Minimal Bar,16,2016-05-19,Thu
Paloma,15,2016-05-19,Thu
Void Club,12,2016-05-19,Thu
Berghain | Panorama Bar | Säule,11,2016-05-19,Thu
Promenaden Eck,11,2016-05-19,Thu
Griessmuehle,39,2016-05-22,Sun
Magdalena,36,2016-05-22,Sun
[ipsə],36,2016-05-22,Sun
Sage Beach Berlin,17,2016-05-22,Sun
Chalet,16,2016-05-22,Sun
Promenaden Eck,12,2016-05-15,Sun
Kultstätte Keller,9,2016-05-15,Sun
Brunnen70,8,2016-05-15,Sun
Farbfernseher,8,2016-05-19,Thu
Crack Bellmer,8,2016-05-19,Thu
60 Hz,7,2016-05-19,Thu
Bohnengold,6,2016-05-19,Thu
Kantine am Berghain,6,2016-05-19,Thu
Promenaden Eck,13,2016-05-22,Sun
Minimal Bar,12,2016-05-22,Sun
Berliner Vorwahl,11,2016-05-22,Sun
Gretchen,9,2016-05-22,Sun
Sage Restaurant,9,2016-05-22,Sun
Crack Bellmer,8,2016-05-15,Sun
Schwuz,6,2016-05-15,Sun
Magdalena,4,2016-05-15,Sun
Urban Spree,4,2016-05-15,Sun
Beate Uwe,4,2016-05-15,Sun
Michelberger Hotel,3,2016-05-19,Thu
Golden Gate,3,2016-05-19,Thu
Der Weiße Hase,3,2016-05-19,Thu
Barkett,2,2016-05-19,Thu
An Einem Sonntag Im August,2,2016-05-19,Thu
Suicide Circus,161,2016-05-24,Tue
,45,2016-05-24,Tue
Süss War Gestern,33,2016-05-24,Tue
Club der Visionaere,25,2016-05-24,Tue
Chalet,19,2016-05-24,Tue
Polygon Club,7,2016-05-22,Sun
Magdalena,6,2016-05-22,Sun
Crack Bellmer,6,2016-05-22,Sun
Jonny Knüppel,3,2016-05-22,Sun
R19,3,2016-05-22,Sun
Solar,2,2016-05-22,Sun
KitKatClub,47,2016-05-23,Mon
Kater Blau,42,2016-05-23,Mon
Magdalena,36,2016-05-23,Mon
Club der Visionaere,27,2016-05-23,Mon
Süss War Gestern,23,2016-05-23,Mon
Minimal Bar,18,2016-05-23,Mon
KitKatClub,3,2016-05-15,Sun
Emma Pea,3,2016-05-15,Sun
Golden Gate,3,2016-05-15,Sun
60 Hz,3,2016-05-15,Sun
Magdalena,2,2016-05-15,Sun
Solar,2,2016-05-15,Sun
Auster Club,1,2016-05-19,Thu
R19,1,2016-05-19,Thu
Kultstätte Keller,1,2016-05-19,Thu
Mein Haus Am See,19,2016-05-24,Tue
Humboldthain Club,18,2016-05-24,Tue
Minimal Bar,13,2016-05-24,Tue
Promenaden Eck,11,2016-05-24,Tue
Crack Bellmer,11,2016-05-24,Tue
Repeat,9,2016-05-24,Tue
Jonny Knüppel,2,2016-05-22,Sun
Mensch Meier,2,2016-05-22,Sun
GMF,1,2016-05-22,Sun
KitKatClub,1,2016-05-22,Sun
Bassy,1,2016-05-22,Sun
Harlekin Circus,1,2016-05-22,Sun
Tresor,12,2016-05-23,Mon
Promenaden Eck,12,2016-05-23,Mon
Berliner Vorwahl,11,2016-05-23,Mon
Sage Restaurant,9,2016-05-23,Mon
Crack Bellmer,9,2016-05-23,Mon
R19,2,2016-05-23,Mon
GMF,2,2016-05-15,Sun
Cassiopeia,1,2016-05-15,Sun
Kultstätte Keller,1,2016-05-15,Sun
,1,2016-05-15,Sun
,30,2016-05-15,Sun
Watergate,42,2016-05-25,Wed
AVA Club,37,2016-05-25,Wed
Süss War Gestern,34,2016-05-25,Wed
Club der Visionaere,34,2016-05-25,Wed
Tresor,30,2016-05-25,Wed
Magdalena,29,2016-05-25,Wed
Polygon Club,162,2016-05-27,Fri
Berghain | Panorama Bar | Säule,132,2016-05-27,Fri
Prince Charles,104,2016-05-27,Fri
60 Hz,8,2016-05-24,Tue
Solar,2,2016-05-24,Tue
Cassiopeia,2,2016-05-24,Tue
Dean,1,2016-05-24,Tue
Solar,1,2016-05-23,Mon
Minimal Bar,29,2016-05-25,Wed
Suicide Circus,19,2016-05-25,Wed
Promenaden Eck,13,2016-05-25,Wed
Crack Bellmer,11,2016-05-25,Wed
Farbfernseher,9,2016-05-25,Wed
Musik & Frieden,1,2016-05-25,Wed
://about blank,286,2016-05-26,Thu
Salon Zur Wilden Renate,106,2016-05-26,Thu
Ritter Butzke,83,2016-05-26,Thu
Watergate,59,2016-05-26,Thu
Suicide Circus,52,2016-05-26,Thu
Birgit,77,2016-05-27,Fri
Burg Schnabel,74,2016-05-27,Fri
Hoppetosse,73,2016-05-27,Fri
st.Georg,72,2016-05-27,Fri
Tresor,66,2016-05-27,Fri
Solar,1,2016-05-25,Wed
60 Hz,1,2016-05-25,Wed
Griessmuehle,42,2016-05-26,Thu
Süss War Gestern,36,2016-05-26,Thu
AVA Club,33,2016-05-26,Thu
Kantine am Berghain,27,2016-05-26,Thu
Chalet,27,2016-05-26,Thu
Minimal Bar,25,2016-05-26,Thu
OHM,57,2016-05-27,Fri
Phonoclub,53,2016-05-27,Fri
://about blank,47,2016-05-27,Fri
Magdalena,42,2016-05-27,Fri
Watergate,42,2016-05-27,Fri
Solar,25,2016-05-26,Thu
Crack Bellmer,20,2016-05-26,Thu
Prince Charles,18,2016-05-26,Thu
Void Club,16,2016-05-26,Thu
Bohnengold,13,2016-05-26,Thu
Paloma,11,2016-05-26,Thu
Chalet,40,2016-05-27,Fri
Promenaden Eck,40,2016-05-27,Fri
Suicide Circus,39,2016-05-27,Fri
Arena Club,38,2016-05-27,Fri
Ritter Butzke,37,2016-05-27,Fri
Promenaden Eck,9,2016-05-26,Thu
Club der Visionaere,9,2016-05-26,Thu
Loophole,7,2016-05-26,Thu
Farbfernseher,6,2016-05-26,Thu
60 Hz,4,2016-05-26,Thu
Der Weiße Hase,3,2016-05-26,Thu
Minimal Bar,37,2016-05-27,Fri
Crack Bellmer,35,2016-05-27,Fri
Salon Zur Wilden Renate,34,2016-05-27,Fri
Kater Blau,32,2016-05-27,Fri
Yaam Berlin,31,2016-05-27,Fri
Beate Uwe,89,2016-05-28,Sat
Weekend,7,2016-05-28,Sat
Ritter Butzke,274,2016-05-28,Sat
Berghain | Panorama Bar | Säule,233,2016-05-28,Sat
Berghain | Panorama Bar | Säule,233,2016-05-29,Sun
://about blank,86,2016-05-29,Sun
Else,63,2016-05-29,Sun
R19,43,2016-05-29,Sun
Golden Gate,3,2016-05-26,Thu
R19,2,2016-05-26,Thu
Marie Antoinette,2,2016-05-26,Thu
Schwuz,1,2016-05-26,Thu
Solar,1,2016-05-26,Thu
Panke,1,2016-05-26,Thu
Void Club,30,2016-05-27,Fri
Süss War Gestern,27,2016-05-27,Fri
Griessmuehle,25,2016-05-27,Fri
[ipsə],23,2016-05-27,Fri
Gretchen,22,2016-05-27,Fri
Alte Münze,100,2016-05-28,Sat
://about blank,86,2016-05-28,Sat
Hoppetosse,73,2016-05-28,Sat
Chalet,61,2016-05-28,Sat
Void Club,60,2016-05-28,Sat
[ipsə],41,2016-05-29,Sun
://about blank,38,2016-05-29,Sun
Griessmuehle,38,2016-05-29,Sun
Golden Gate,27,2016-05-29,Sun
Strandbad Grünau,25,2016-05-29,Sun
Volkspark Friedrichshain,20,2016-05-29,Sun
Urban Spree,1,2016-05-26,Thu
Kultstätte Keller,1,2016-05-26,Thu
Beate Uwe,1,2016-05-26,Thu
Repeat,20,2016-05-27,Fri
Urban Spree,20,2016-05-27,Fri
Club der Visionaere,17,2016-05-27,Fri
Fluxbau,15,2016-05-27,Fri
Bohnengold,13,2016-05-27,Fri
Birgit,59,2016-05-28,Sat
Suicide Circus,52,2016-05-28,Sat
Tresor,41,2016-05-28,Sat
://about blank,38,2016-05-28,Sat
Griessmuehle,38,2016-05-28,Sat
Minimal Bar,33,2016-05-28,Sat
Süss War Gestern,47,2016-05-30,Mon
KitKatClub,27,2016-05-30,Mon
Club der Visionaere,22,2016-05-30,Mon
Minimal Bar,22,2016-05-30,Mon
Volkspark Friedrichshain,20,2016-05-30,Mon
Crack Bellmer,19,2016-05-30,Mon
Kater Blau,19,2016-05-30,Mon
Suicide Circus,160,2016-05-31,Tue
,44,2016-05-31,Tue
Süss War Gestern,41,2016-05-31,Tue
Minimal Bar,35,2016-05-31,Tue
Chalet,29,2016-05-31,Tue
Humboldthain Club,20,2016-05-31,Tue
Crack Bellmer,18,2016-05-31,Tue
Suicide Circus,19,2016-05-29,Sun
Kater Blau,19,2016-05-29,Sun
Hoppetosse,16,2016-05-29,Sun
Minimal Bar,14,2016-05-29,Sun
Promenaden Eck,14,2016-05-29,Sun
Beate Uwe,12,2016-05-29,Sun
R19,12,2016-05-27,Fri
Farbfernseher,9,2016-05-27,Fri
Maze,8,2016-05-27,Fri
KitKatClub,7,2016-05-27,Fri
Hangar 49,7,2016-05-27,Fri
AVA Club,31,2016-05-28,Sat
Bohnengold,31,2016-05-28,Sat
Watergate,30,2016-05-28,Sat
Salon Zur Wilden Renate,30,2016-05-28,Sat
Arena Club,28,2016-05-28,Sat
Tresor,16,2016-05-30,Mon
Stereo 33,13,2016-05-30,Mon
Promenaden Eck,13,2016-05-30,Mon
Solar,1,2016-05-30,Mon
Dean,1,2016-05-30,Mon
Mein Haus Am See,15,2016-05-31,Tue
Club der Visionaere,13,2016-05-31,Tue
Promenaden Eck,12,2016-05-31,Tue
Griessmuehle,3,2016-05-31,Tue
Cassiopeia,1,2016-05-31,Tue
Magdalena,5,2016-05-29,Sun
Greenhouse Berlin,5,2016-05-29,Sun
GMF,3,2016-05-29,Sun
KitKatClub,2,2016-05-29,Sun
Solar,1,2016-05-29,Sun
Cassiopeia,1,2016-05-29,Sun
Golden Gate,7,2016-05-27,Fri
M-Bia,5,2016-05-27,Fri
Maze,4,2016-05-27,Fri
,4,2016-05-27,Fri
Panke,4,2016-05-27,Fri
Humboldthain Club,26,2016-05-28,Sat
Griessmuehle,25,2016-05-28,Sat
Süss War Gestern,25,2016-05-28,Sat
Club der Visionaere,19,2016-05-28,Sat
Kater Blau,19,2016-05-28,Sat
Panke,1,2016-05-29,Sun
://about blank,1,2016-05-29,Sun
Magdalena,44,2016-05-29,Sun
Freudenzimmer II,3,2016-05-27,Fri
60 Hz,3,2016-05-27,Fri
Mein Haus Am See,3,2016-05-27,Fri
Cake,3,2016-05-27,Fri
HRD Bar,3,2016-05-27,Fri
Polygon Club,18,2016-05-28,Sat
Crack Bellmer,17,2016-05-28,Sat
Burg Schnabel,15,2016-05-28,Sat
Magdalena,15,2016-05-28,Sat
Promenaden Eck,12,2016-05-28,Sat
Sky Club Berlin,2,2016-05-27,Fri
R19,2,2016-05-27,Fri
Kultstätte Keller,2,2016-05-27,Fri
Paloma,2,2016-05-27,Fri
Acud Macht NEU,2,2016-05-27,Fri
Der Weiße Hase,12,2016-05-28,Sat
M-Bia,11,2016-05-28,Sat
Die Apotheken Bar,8,2016-05-28,Sat
Loftus Hall,6,2016-05-28,Sat
Scandale - Le Locale Fatale,6,2016-05-28,Sat
Anita Berber,2,2016-05-27,Fri
Soda Club,1,2016-05-27,Fri
Astra Kulturhaus,1,2016-05-27,Fri
Solar,1,2016-05-27,Fri
Barkett,1,2016-05-27,Fri
Golden Gate,6,2016-05-28,Sat
Kultstätte Keller,6,2016-05-28,Sat
Repeat,5,2016-05-28,Sat
Maze,5,2016-05-28,Sat
Greenhouse Berlin,5,2016-05-28,Sat
Dean,1,2016-05-27,Fri
Privatclub,1,2016-05-27,Fri
Maze,1,2016-05-27,Fri
Weyde³,1,2016-05-27,Fri
Kater Blau,1,2016-05-27,Fri
Sameheads,4,2016-05-28,Sat
Kultstätte Keller,4,2016-05-28,Sat
An Einem Sonntag Im August,3,2016-05-28,Sat
Schwuz,3,2016-05-28,Sat
Paloma,3,2016-05-28,Sat
Das Hotel,1,2016-05-27,Fri
Weekend,1,2016-05-27,Fri
BASE MENT,1,2016-05-27,Fri
Rosi's,3,2016-05-28,Sat
,3,2016-05-28,Sat
Hoppetosse,3,2016-05-28,Sat
Panke,2,2016-05-28,Sat
HRD Bar,2,2016-05-28,Sat
Gretchen,2,2016-05-28,Sat
Badehaus Berlin,1,2016-05-28,Sat
Weyde³,1,2016-05-28,Sat
Sky Club Berlin,1,2016-05-28,Sat
Soda Club,1,2016-05-28,Sat
Solar,1,2016-05-28,Sat
Cassiopeia,1,2016-05-28,Sat
,1,2016-05-28,Sat
[ipsə],95,2016-06-02,Thu
Ritter Butzke,74,2016-06-02,Thu
Polygon Club,54,2016-06-02,Thu
Süss War Gestern,33,2016-06-02,Thu
AVA Club,30,2016-06-02,Thu
Suicide Circus,26,2016-06-02,Thu
Minimal Bar,24,2016-06-02,Thu
Salon Zur Wilden Renate,22,2016-06-02,Thu
Chalet,20,2016-06-02,Thu
Farbfernseher,17,2016-06-02,Thu
Club der Visionaere,15,2016-06-02,Thu
Berghain | Panorama Bar | Säule,32,2016-06-01,Wed
Süss War Gestern,31,2016-06-01,Wed
AVA Club,24,2016-06-01,Wed
Watergate,21,2016-06-01,Wed
Farbfernseher,18,2016-06-01,Wed
Magdalena,17,2016-06-01,Wed
://about blank,177,2016-06-03,Fri
Mensch Meier,117,2016-06-03,Fri
Griessmuehle,89,2016-06-03,Fri
Tresor,83,2016-06-03,Fri
://about blank,14,2016-06-02,Thu
Void Club,14,2016-06-02,Thu
Promenaden Eck,12,2016-06-02,Thu
Griessmuehle,9,2016-06-02,Thu
OHM,7,2016-06-02,Thu
Repeat,5,2016-06-02,Thu
Rummelsburg,235,2016-06-05,Sun
Berghain | Panorama Bar | Säule,166,2016-06-05,Sun
://about blank,138,2016-06-05,Sun
Columbiahalle,68,2016-06-05,Sun
Minimal Bar,37,2016-06-05,Sun
Tresor,16,2016-06-01,Wed
Minimal Bar,15,2016-06-01,Wed
Promenaden Eck,8,2016-06-01,Wed
60 Hz,8,2016-06-01,Wed
Club der Visionaere,3,2016-06-01,Wed
Kiekebusch Open Air,2,2016-06-01,Wed
Polygon Club,74,2016-06-03,Fri
Birgit,65,2016-06-03,Fri
Salon Zur Wilden Renate,64,2016-06-03,Fri
Prince Charles,57,2016-06-03,Fri
Ritter Butzke,51,2016-06-03,Fri
Bohnengold,4,2016-06-02,Thu
Schwuz,3,2016-06-02,Thu
Golden Gate,3,2016-06-02,Thu
Paloma,2,2016-06-02,Thu
Kiekebusch Open Air,2,2016-06-02,Thu
Kultstätte Keller,2,2016-06-02,Thu
Kater Blau,36,2016-06-05,Sun
Suicide Circus,35,2016-06-05,Sun
Griessmuehle,30,2016-06-05,Sun
://about blank,26,2016-06-05,Sun
[ipsə],26,2016-06-05,Sun
Else,22,2016-06-05,Sun
Badehaus Berlin,1,2016-06-01,Wed
Maze,1,2016-06-01,Wed
Cassiopeia,1,2016-06-01,Wed
Echo Bücher,1,2016-06-01,Wed
Suicide Circus,23,2016-06-01,Wed
Void Club,48,2016-06-03,Fri
[ipsə],48,2016-06-03,Fri
Der Weiße Hase,39,2016-06-03,Fri
Watergate,38,2016-06-03,Fri
Süss War Gestern,33,2016-06-03,Fri
Crack Bellmer,2,2016-06-02,Thu
Badehaus Berlin,1,2016-06-02,Thu
Bassy,1,2016-06-02,Thu
Cassiopeia,1,2016-06-02,Thu
R19,1,2016-06-02,Thu
R19,22,2016-06-05,Sun
Magdalena,19,2016-06-05,Sun
Sage Beach Berlin,16,2016-06-05,Sun
Chalet,14,2016-06-05,Sun
Club der Visionaere,13,2016-06-05,Sun
Promenaden Eck,12,2016-06-05,Sun
Berghain | Panorama Bar | Säule,31,2016-06-03,Fri
Kultstätte Keller,29,2016-06-03,Fri
Mein Haus Am See,27,2016-06-03,Fri
Magdalena,26,2016-06-03,Fri
Bohnengold,25,2016-06-03,Fri
Polygon Club,8,2016-06-05,Sun
KitKatClub,8,2016-06-05,Sun
Magdalena,4,2016-06-05,Sun
Weekend,3,2016-06-05,Sun
Ku'damm Rooftop,3,2016-06-05,Sun
R19,1,2016-06-05,Sun
AVA Club,25,2016-06-03,Fri
Minimal Bar,24,2016-06-03,Fri
Suicide Circus,23,2016-06-03,Fri
Chalet,23,2016-06-03,Fri
Humboldthain Club,21,2016-06-03,Fri
Cassiopeia,1,2016-06-05,Sun
Panke,1,2016-06-05,Sun
R19,1,2016-06-05,Sun
Maze,17,2016-06-03,Fri
Farbfernseher,14,2016-06-03,Fri
Weekend,14,2016-06-03,Fri
Promenaden Eck,12,2016-06-03,Fri
Golden Gate,10,2016-06-03,Fri
Club der Visionaere,9,2016-06-03,Fri
Sameheads,8,2016-06-03,Fri
Cosmic Kaspar,7,2016-06-03,Fri
Kultstätte Keller,7,2016-06-03,Fri
Kater Blau,7,2016-06-03,Fri
Schillingbar,6,2016-06-03,Fri
The Record Loft,6,2016-06-03,Fri
Brunnen70,5,2016-06-03,Fri
Crack Bellmer,5,2016-06-03,Fri
Ballhaus Berlin,4,2016-06-03,Fri
Soda Club,3,2016-06-03,Fri
Kiekebusch Open Air,2,2016-06-03,Fri
Weekend,170,2016-06-06,Mon
Kater Blau,36,2016-06-06,Mon
Minimal Bar,29,2016-06-06,Mon
Süss War Gestern,26,2016-06-06,Mon
KitKatClub,23,2016-06-06,Mon
Promenaden Eck,17,2016-06-06,Mon
Dean,2,2016-06-03,Fri
Paloma,2,2016-06-03,Fri
Panke,2,2016-06-03,Fri
Beate Uwe,2,2016-06-03,Fri
Sky Club Berlin,1,2016-06-03,Fri
Tresor,16,2016-06-06,Mon
St. Elisabeth Kirche,4,2016-06-06,Mon
Dean,3,2016-06-06,Mon
Solar,3,2016-06-06,Mon
Club der Visionaere,2,2016-06-06,Mon
R19,1,2016-06-06,Mon
Cosmic Kaspar,1,2016-06-03,Fri
M-Bia,1,2016-06-03,Fri
,1,2016-06-03,Fri
Cassiopeia,1,2016-06-03,Fri
Savvy Contemporary,1,2016-06-03,Fri
Kater Blau,1,2016-06-06,Mon
Golden Finish,1,2016-06-03,Fri
Mensch Meier,1,2016-06-03,Fri
Barkett,1,2016-06-03,Fri
Birgit,64,2016-06-04,Sat
Rosi's,32,2016-06-04,Sat
Berghain | Panorama Bar | Säule,166,2016-06-04,Sat
://about blank,138,2016-06-04,Sat
Griessmuehle,89,2016-06-04,Sat
OHM,57,2016-06-04,Sat
Tresor,52,2016-06-04,Sat
Hangar 49,44,2016-06-04,Sat
Polygon Club,43,2016-06-04,Sat
Restaurant RioGrande,42,2016-06-04,Sat
Suicide Circus,41,2016-06-04,Sat
Salon Zur Wilden Renate,37,2016-06-04,Sat
Süss War Gestern,37,2016-06-04,Sat
Kater Blau,36,2016-06-04,Sat
Chalet,35,2016-06-04,Sat
Loftus Hall,34,2016-06-04,Sat
Void Club,32,2016-06-04,Sat
Minimal Bar,30,2016-06-04,Sat
Griessmuehle,30,2016-06-04,Sat
Watergate,30,2016-06-04,Sat
AVA Club,29,2016-06-04,Sat
Weekend,28,2016-06-04,Sat
Club der Visionaere,27,2016-06-04,Sat
[ipsə],23,2016-06-04,Sat
Magdalena,19,2016-06-04,Sat
Humboldthain Club,19,2016-06-04,Sat
Britzer Hafensteg,18,2016-06-04,Sat
Astra Kulturhaus,17,2016-06-04,Sat
Farbfernseher,16,2016-06-04,Sat
M-Bia,11,2016-06-04,Sat
Weyde³,11,2016-06-04,Sat
Crack Bellmer,10,2016-06-04,Sat
Ritter Butzke,10,2016-06-04,Sat
HRD Bar,9,2016-06-04,Sat
Promenaden Eck,8,2016-06-04,Sat
Golden Gate,8,2016-06-04,Sat
Maze,7,2016-06-04,Sat
Cosmic Kaspar,5,2016-06-04,Sat
Sameheads,5,2016-06-04,Sat
Brunnen70,4,2016-06-04,Sat
Weyde³,3,2016-06-04,Sat
Kultstätte Keller,3,2016-06-04,Sat
Weekend,3,2016-06-04,Sat
60 Hz,3,2016-06-04,Sat
Panke,2,2016-06-04,Sat
Horns & Hooves,2,2016-06-04,Sat
Kultstätte Keller,2,2016-06-04,Sat
Sky Club Berlin,1,2016-06-04,Sat
R19,1,2016-06-04,Sat
Soda Club,1,2016-06-04,Sat
Auster Club,1,2016-06-04,Sat
Urban Spree,1,2016-06-04,Sat
Badehaus Berlin,1,2016-06-04,Sat
Spindler & Klatt,1,2016-06-04,Sat
Paloma,1,2016-06-04,Sat
Der Weiße Hase,1,2016-06-04,Sat
Bohnengold,27,2016-06-04,Sat
Musik & Frieden,8,2016-06-10,Fri
Griessmuehle,105,2016-06-10,Fri
Berghain | Panorama Bar | Säule,98,2016-06-10,Fri
Arena Club,87,2016-06-10,Fri
Polygon Club,67,2016-06-10,Fri
Birgit,56,2016-06-10,Fri
Burg Schnabel,54,2016-06-10,Fri
Watergate,51,2016-06-10,Fri
Suicide Circus,50,2016-06-10,Fri
://about blank,36,2016-06-10,Fri
Tresor,35,2016-06-10,Fri
Chalet,32,2016-06-10,Fri
AVA Club,32,2016-06-10,Fri
Ritter Butzke,32,2016-06-10,Fri
[ipsə],31,2016-06-10,Fri
Süss War Gestern,31,2016-06-10,Fri
Magdalena,30,2016-06-10,Fri
Farbfernseher,22,2016-06-10,Fri
Acud Macht NEU,21,2016-06-10,Fri
Prince Charles,21,2016-06-10,Fri
Hoppetosse,20,2016-06-10,Fri
Golden Gate,19,2016-06-10,Fri
Club der Visionaere,19,2016-06-10,Fri
Bohnengold,17,2016-06-10,Fri
Salon Zur Wilden Renate,16,2016-06-10,Fri
Minimal Bar,14,2016-06-10,Fri
Void Club,13,2016-06-10,Fri
L.U.X.,13,2016-06-10,Fri
Weekend,13,2016-06-10,Fri
,11,2016-06-10,Fri
Promenaden Eck,11,2016-06-10,Fri
Sisyphos,9,2016-06-10,Fri
Brunnen70,8,2016-06-10,Fri
Yaam Berlin,7,2016-06-10,Fri
Hoppetosse,7,2016-06-10,Fri
60 Hz,7,2016-06-10,Fri
Kater Blau,7,2016-06-10,Fri
KitKatClub,5,2016-06-10,Fri
Repeat,5,2016-06-10,Fri
Maze,4,2016-06-10,Fri
Crack Bellmer,4,2016-06-10,Fri
Paloma,4,2016-06-10,Fri
OHM,3,2016-06-10,Fri
Anita Berber,3,2016-06-10,Fri
Soda Club,3,2016-06-10,Fri
Emma Pea,3,2016-06-10,Fri
Cake,3,2016-06-10,Fri
Mein Haus Am See,2,2016-06-10,Fri
Cassiopeia,2,2016-06-10,Fri
Kantine am Berghain,2,2016-06-10,Fri
HRD Bar,2,2016-06-10,Fri
Der Weiße Hase,1,2016-06-10,Fri
Sky Club Berlin,1,2016-06-10,Fri
Dean,1,2016-06-10,Fri
Cassiopeia,1,2016-06-10,Fri
Hangar 49,1,2016-06-10,Fri
Panke,1,2016-06-10,Fri
Kultstätte Keller,1,2016-06-10,Fri
R19,1,2016-06-10,Fri
Weekend,62,2016-06-07,Tue
Suicide Circus,62,2016-06-07,Tue
Süss War Gestern,40,2016-06-07,Tue
Minimal Bar,31,2016-06-07,Tue
Chalet,23,2016-06-07,Tue
Golden Gate,19,2016-06-07,Tue
Humboldthain Club,17,2016-06-07,Tue
Mein Haus Am See,13,2016-06-07,Tue
Promenaden Eck,12,2016-06-07,Tue
Auster Club,3,2016-06-07,Tue
Club der Visionaere,2,2016-06-07,Tue
Kater Blau,1,2016-06-07,Tue
Griessmuehle,1,2016-06-07,Tue
R19,1,2016-06-07,Tue
Prachtwerk Berlin,1,2016-06-07,Tue
Crack Bellmer,1,2016-06-07,Tue
ACUDkunsthaus,1,2016-06-07,Tue
[ipsə],213,2016-06-12,Sun
Berghain | Panorama Bar | Säule,179,2016-06-12,Sun
Else,173,2016-06-12,Sun
Kater Blau,113,2016-06-12,Sun
Jugenddorf am Müggelsee,105,2016-06-12,Sun
Griessmuehle,79,2016-06-12,Sun
://about blank,68,2016-06-12,Sun
://about blank,38,2016-06-12,Sun
Chalet,31,2016-06-12,Sun
Kater Blau,30,2016-06-12,Sun
Minimal Bar,29,2016-06-12,Sun
Suicide Circus,24,2016-06-12,Sun
Magdalena,20,2016-06-12,Sun
Club der Visionaere,19,2016-06-12,Sun
Magdalena,18,2016-06-12,Sun
Beate Uwe,14,2016-06-12,Sun
Promenaden Eck,14,2016-06-12,Sun
Griessmuehle,13,2016-06-12,Sun
Sisyphos,9,2016-06-12,Sun
Crack Bellmer,4,2016-06-12,Sun
KitKatClub,3,2016-06-12,Sun
,3,2016-06-12,Sun
Cassiopeia,2,2016-06-12,Sun
So36,1,2016-06-12,Sun
R19,1,2016-06-12,Sun
GMF,1,2016-06-12,Sun
Urban Spree,1,2016-06-12,Sun
Sisyphos,1,2016-06-12,Sun
Chalet,41,2016-06-14,Tue
Suicide Circus,61,2016-06-14,Tue
